Provider_ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Numerator,Denominator,"Observed Rate per 1,000",Footnotes,Measure Start Date,Measure End Date
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,2027458000,Postoperative Hip Fracture (PSI08),PSI-8,1,6349,0.16,,10/1/2015,3/31/2017
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF COLUMBIA,2027458000,Perioperative Bleeding/Bruise (PSI09),PSI-9,3,1134,2.65,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,0,1432,0,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Postoperative Respiratory Failure (PSI11),PSI-11,2,966,2.07,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Perioperative Blood Clot/Embolism (PSI12),PSI-12,7,2320,3.02,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Postoperative Sepsis (PSI13),PSI-13,3,1385,2.17,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,0,466,0,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,1,1330,0.75,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Pressure Ulcer Rate (PSI03),PSI-3,3,6506,0.46,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Surgical Deaths (PSI04),PSI-4,4,54,74.07,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Collapsed lung due to medical treatment (PSI06),PSI-6,2,10939,0.18,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,0,6859,0,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Postoperative Hip Fracture (PSI08),PSI-8,1,8808,0.11,,10/1/2015,3/31/2017
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Perioperative Bleeding/Bruise (PSI09),PSI-9,3,2192,1.37,,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Postoperative Respiratory Failure (PSI11),PSI-11,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Perioperative Blood Clot/Embolism (PSI12),PSI-12,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Postoperative Sepsis (PSI13),PSI-13,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,0,55,0,,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Pressure Ulcer Rate (PSI03),PSI-3,0,980,0,,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Inpatient Surgical Deaths (PSI04),PSI-4,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Collapsed lung due to medical treatment (PSI06),PSI-6,0,1542,0,,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,0,1106,0,,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Postoperative Hip Fracture (PSI08),PSI-8,0,1380,0,,10/1/2015,3/31/2017
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Perioperative Bleeding/Bruise (PSI09),PSI-9,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,3,2105,1.43,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Postoperative Respiratory Failure (PSI11),PSI-11,5,1438,3.48,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Perioperative Blood Clot/Embolism (PSI12),PSI-12,4,3586,1.12,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Postoperative Sepsis (PSI13),PSI-13,6,2007,2.99,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,1,714,1.4,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,2,1956,1.02,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Pressure Ulcer Rate (PSI03),PSI-3,0,8728,0,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Surgical Deaths (PSI04),PSI-4,13,74,175.68,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Collapsed lung due to medical treatment (PSI06),PSI-6,1,14448,0.07,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,1,8681,0.12,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Postoperative Hip Fracture (PSI08),PSI-8,2,11668,0.17,,10/1/2015,3/31/2017
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Perioperative Bleeding/Bruise (PSI09),PSI-9,11,3474,3.17,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,0,1721,0,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Postoperative Respiratory Failure (PSI11),PSI-11,8,1210,6.61,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Perioperative Blood Clot/Embolism (PSI12),PSI-12,16,2820,5.67,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Postoperative Sepsis (PSI13),PSI-13,5,1617,3.09,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,0,618,0,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,1,1650,0.61,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Pressure Ulcer Rate (PSI03),PSI-3,9,8102,1.11,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Inpatient Surgical Deaths (PSI04),PSI-4,10,73,136.99,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Collapsed lung due to medical treatment (PSI06),PSI-6,7,13486,0.52,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,3,8393,0.36,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Postoperative Hip Fracture (PSI08),PSI-8,1,11019,0.09,,10/1/2015,3/31/2017
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Perioperative Bleeding/Bruise (PSI09),PSI-9,8,2703,2.96,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,1,958,1.04,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Postoperative Respiratory Failure (PSI11),PSI-11,2,664,3.01,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Perioperative Blood Clot/Embolism (PSI12),PSI-12,1,1711,0.58,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Postoperative Sepsis (PSI13),PSI-13,4,917,4.36,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,0,335,0,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,0,720,0,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Pressure Ulcer Rate (PSI03),PSI-3,6,2973,2.02,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Surgical Deaths (PSI04),PSI-4,10,46,217.39,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Collapsed lung due to medical treatment (PSI06),PSI-6,1,5968,0.17,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,1,3162,0.32,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Postoperative Hip Fracture (PSI08),PSI-8,0,5054,0,,10/1/2015,3/31/2017
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Perioperative Bleeding/Bruise (PSI09),PSI-9,0,1660,0,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,1,690,1.45,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Postoperative Respiratory Failure (PSI11),PSI-11,3,508,5.91,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Perioperative Blood Clot/Embolism (PSI12),PSI-12,4,1173,3.41,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Postoperative Sepsis (PSI13),PSI-13,5,647,7.73,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,0,369,0,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,1,1103,0.91,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Pressure Ulcer Rate (PSI03),PSI-3,3,4685,0.64,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Surgical Deaths (PSI04),PSI-4,8,46,173.91,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Collapsed lung due to medical treatment (PSI06),PSI-6,1,7812,0.13,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,2,4558,0.44,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Postoperative Hip Fracture (PSI08),PSI-8,0,6209,0,,10/1/2015,3/31/2017
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Perioperative Bleeding/Bruise (PSI09),PSI-9,4,1110,3.6,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,1,917,1.09,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Postoperative Respiratory Failure (PSI11),PSI-11,4,681,5.87,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Perioperative Blood Clot/Embolism (PSI12),PSI-12,6,1621,3.7,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Postoperative Sepsis (PSI13),PSI-13,2,895,2.23,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,0,337,0,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,0,1021,0,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Pressure Ulcer Rate (PSI03),PSI-3,0,5233,0,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Surgical Deaths (PSI04),PSI-4,2,38,52.63,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Collapsed lung due to medical treatment (PSI06),PSI-6,0,8843,0,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,1,4939,0.2,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Postoperative Hip Fracture (PSI08),PSI-8,0,7021,0,,10/1/2015,3/31/2017
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Perioperative Bleeding/Bruise (PSI09),PSI-9,1,1529,0.65,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,1,619,1.62,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Postoperative Respiratory Failure (PSI11),PSI-11,1,462,2.16,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Perioperative Blood Clot/Embolism (PSI12),PSI-12,3,1078,2.78,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Postoperative Sepsis (PSI13),PSI-13,3,586,5.12,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,0,291,0,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,0,662,0,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Pressure Ulcer Rate (PSI03),PSI-3,2,2717,0.74,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Surgical Deaths (PSI04),PSI-4,1,31,32.26,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Collapsed lung due to medical treatment (PSI06),PSI-6,3,5285,0.57,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,1,3217,0.31,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Postoperative Hip Fracture (PSI08),PSI-8,1,4376,0.23,,10/1/2015,3/31/2017
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Perioperative Bleeding/Bruise (PSI09),PSI-9,1,1045,0.96,,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Postoperative Respiratory Failure (PSI11),PSI-11,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Perioperative Blood Clot/Embolism (PSI12),PSI-12,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Postoperative Sepsis (PSI13),PSI-13,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,A wound that splits open after surgery on the abdomen or pelvis (PSI14),PSI-14,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Accidental puncture or laceration from medical treatment (PSI15),PSI-15,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Pressure Ulcer Rate (PSI03),PSI-3,0,455,0,,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Surgical Deaths (PSI04),PSI-4,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Collapsed lung due to medical treatment (PSI06),PSI-6,0,854,0,,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Central Venous Catheter-Related Blood Stream Infection (PSI07),PSI-7,0,581,0,,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Postoperative Hip Fracture (PSI08),PSI-8,0,744,0,,10/1/2015,3/31/2017
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Perioperative Bleeding/Bruise (PSI09),PSI-9,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2015,3/31/2017
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,Postoperative Kidney & Diabetic Complications (PSI10),PSI-10,0,563,0,,10/1/2015,3/31/2017
