Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,HBIPS-2_Overall,Hours of physical-restraint use,0,5522,,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,HBIPS-3_Overall,Hours of seclusion,0.68,5522,,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,21,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,HBIPS-6_Overall,Post-discharge continuing care plan created,18,262,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,18,262,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,SUB-1,Alcohol Use Screening,92,618,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,TOB-1,Tobacco Use Screening,99,613,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,256,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,256,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,HBIPS-2_Overall,Hours of physical-restraint use,0.05,3692,,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,HBIPS-3_Overall,Hours of seclusion,0.14,3692,,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,25,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,HBIPS-6_Overall,Post-discharge continuing care plan created,21,281,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,19,281,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,SUB-1,Alcohol Use Screening,81,330,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,TOB-1,Tobacco Use Screening,99,332,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,146,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,146,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,HBIPS-2_Overall,Hours of physical-restraint use,0,8195,,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,HBIPS-3_Overall,Hours of seclusion,0,8195,,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,4,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,HBIPS-6_Overall,Post-discharge continuing care plan created,70,271,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,62,271,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,SUB-1,Alcohol Use Screening,43,587,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,TOB-1,Tobacco Use Screening,88,599,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,TOB-2,Tobacco Use Treatment Provided or Offered,38,190,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,TOB-2a,Tobacco Use Treatment (during the hospital stay),31,190,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,SUB-1,Alcohol Use Screening,100,316,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,TOB-1,Tobacco Use Screening,100,316,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,TOB-2,Tobacco Use Treatment Provided or Offered,99,81,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,TOB-2a,Tobacco Use Treatment (during the hospital stay),44,81,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,HBIPS-2_Overall,Hours of physical-restraint use,0,9186,,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,HBIPS-3_Overall,Hours of seclusion,0.06,9186,,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,4,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,HBIPS-6_Overall,Post-discharge continuing care plan created,56,318,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,54,318,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,SUB-1,Alcohol Use Screening,95,603,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,TOB-1,Tobacco Use Screening,100,610,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,TOB-2,Tobacco Use Treatment Provided or Offered,82,153,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,TOB-2a,Tobacco Use Treatment (during the hospital stay),30,153,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,HBIPS-2_Overall,Hours of physical-restraint use,0,6425,,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,HBIPS-3_Overall,Hours of seclusion,0,6425,,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,HBIPS-6_Overall,Post-discharge continuing care plan created,54,264,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,54,264,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,SUB-1,Alcohol Use Screening,94,386,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,TOB-1,Tobacco Use Screening,100,386,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,TOB-2,Tobacco Use Treatment Provided or Offered,36,153,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,TOB-2a,Tobacco Use Treatment (during the hospital stay),26,153,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,HBIPS-2_Overall,Hours of physical-restraint use,0.54,11218,,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,HBIPS-3_Overall,Hours of seclusion,0,11218,,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,HBIPS-6_Overall,Post-discharge continuing care plan created,99,346,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,98,346,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,SUB-1,Alcohol Use Screening,62,390,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,TOB-1,Tobacco Use Screening,89,392,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,TOB-2,Tobacco Use Treatment Provided or Offered,43,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,TOB-2a,Tobacco Use Treatment (during the hospital stay),36,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,HBIPS-2_Overall,Hours of physical-restraint use,0.05,5116,,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,HBIPS-3_Overall,Hours of seclusion,0,5116,,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,HBIPS-6_Overall,Post-discharge continuing care plan created,93,313,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,92,313,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,SUB-1,Alcohol Use Screening,98,448,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,TOB-1,Tobacco Use Screening,99,451,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,TOB-2,Tobacco Use Treatment Provided or Offered,69,162,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,TOB-2a,Tobacco Use Treatment (during the hospital stay),38,162,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,HBIPS-2_Overall,Hours of physical-restraint use,0.38,4918,,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,HBIPS-3_Overall,Hours of seclusion,0,4918,,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,HBIPS-6_Overall,Post-discharge continuing care plan created,77,281,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,77,281,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,SUB-1,Alcohol Use Screening,43,586,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,TOB-1,Tobacco Use Screening,93,589,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,172,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,172,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,HBIPS-2_Overall,Hours of physical-restraint use,0.71,10018,,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,HBIPS-3_Overall,Hours of seclusion,0.03,10018,,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,22,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,HBIPS-6_Overall,Post-discharge continuing care plan created,68,302,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,68,302,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,SUB-1,Alcohol Use Screening,96,395,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,TOB-1,Tobacco Use Screening,99,395,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,TOB-2,Tobacco Use Treatment Provided or Offered,64,129,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,TOB-2a,Tobacco Use Treatment (during the hospital stay),37,129,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,HBIPS-2_Overall,Hours of physical-restraint use,0.03,10638,,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,HBIPS-3_Overall,Hours of seclusion,0.06,10638,,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,HBIPS-6_Overall,Post-discharge continuing care plan created,84,316,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,84,316,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,SUB-1,Alcohol Use Screening,99,374,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,TOB-1,Tobacco Use Screening,100,376,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,TOB-2,Tobacco Use Treatment Provided or Offered,93,162,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,TOB-2a,Tobacco Use Treatment (during the hospital stay),44,162,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,HBIPS-2_Overall,Hours of physical-restraint use,0.01,11564,,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,HBIPS-3_Overall,Hours of seclusion,0,11564,,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,15,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,HBIPS-6_Overall,Post-discharge continuing care plan created,55,313,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,55,313,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
