"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AK","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","120","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","80","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","109","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","82","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","145","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","256","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","158","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","116","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","102","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","196","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","123","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","60","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","72","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","93","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","82","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","57","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","80","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","90","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","126","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","144","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","102","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","99","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","80","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","75","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","102","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","74","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","76","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","107","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","144","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","103","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","162","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","157","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","85","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","66","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","84","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","103","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","208","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","130","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","88","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","46","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","81","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","101","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","91","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","121","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","111","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","57","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","73","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Emergency Department","Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better","ED_2b","61","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","97","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","61","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","50","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","79","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","92","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","70","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","139","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","81","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","50","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","115","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","41","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","42","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","68","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","65","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","48","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","53","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","52","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","90","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","84","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","78","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","55","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","44","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","55","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","45","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","48","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","80","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","24","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","53","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","71","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","136","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","83","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","80","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","85","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","55","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","51","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","66","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","64","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","59","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","35","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","55","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","55","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","61","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","56","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","125","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","74","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","53","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","60","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)","ED_2b_LOW_MIN","38","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)","ED_2b_MEDIUM_MIN","130","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)","ED_2b_MEDIUM_MIN","73","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)","ED_2b_MEDIUM_MIN","62.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
